class_name	major	category
Podstawy fizyczne technologii energetycznych	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Technika tworzenia prac dyplomowych i naukowych	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Techniki i technologie unieszkodliwiania odpadów niebezpiecznych	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Zastosowanie różnych technik spektroskopowych do badania dzieł sztuki	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Aparatura procesowa	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Metody komputerowe w technologii chemicznej	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Projekt dyplomowy	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Seminarium dyplomowe	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Technologia chemiczna nieorganiczna	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Aparatura procesowa	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Projekt dyplomowy	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Seminarium dyplomowe	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Surowce energetyczne gazowe i ich przetwarzanie	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Technologia chemiczna organiczna	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Elementy chemii	Inżynieria chemiczna	Chemia Budowlana
Technologie informacyjne	Inżynieria chemiczna	Chemia Budowlana
Wstęp do matematyki - kurs rozszerzony	Inżynieria chemiczna	Chemia Budowlana
Wstęp do matematyki - kurs podstawowy	Inżynieria chemiczna	Chemia Budowlana
Propedeutyka nauk materiałowych	Inżynieria chemiczna	Chemia Budowlana
Wstęp do fizyki	Inżynieria chemiczna	Chemia Budowlana
Język angielski B-2 – kurs obowiązkowy 135 godzin dla Wydziału Inżynierii Materiałowej i Ceramiki - semestr 1/3 (Chemia Budowlana)	Inżynieria chemiczna	Chemia Budowlana
Chemia ogólna i nieorganiczna - kurs podstawowy	Inżynieria chemiczna	Chemia Budowlana
Chemia ogólna i nieorganiczna - kurs rozszerzony	Inżynieria chemiczna	Chemia Budowlana
Termodynamika techniczna	Inżynieria chemiczna	Chemia Budowlana
Matematyka - kurs zaawansowany	Inżynieria chemiczna	Chemia Budowlana
Matematyka - kurs podstawowy	Inżynieria chemiczna	Chemia Budowlana
Język angielski B-2 – kurs obowiązkowy 135 godzin dla Wydziału Inżynierii Materiałowej i Ceramiki - semestr 2/3 (Chemia Budowlana)	Inżynieria chemiczna	Chemia Budowlana
Kierowanie zespołami	Inżynieria chemiczna	Chemia Budowlana
Zarządzanie projektami	Inżynieria chemiczna	Chemia Budowlana
Informatyka - kurs podstawowy	Inżynieria chemiczna	Chemia Budowlana
Informatyka - kurs rozszerzony	Inżynieria chemiczna	Chemia Budowlana
Chemia organiczna	Inżynieria chemiczna	Chemia Budowlana
Fizyka	Inżynieria chemiczna	Chemia Budowlana
Nauka o materiałach	Inżynieria chemiczna	Chemia Budowlana
Technologia materiałów budowlanych	Inżynieria chemiczna	Chemia Budowlana
Chemia fizyczna	Inżynieria chemiczna	Chemia Budowlana
Automatyka i pomiar właściwości fizykochemicznych	Inżynieria chemiczna	Chemia Budowlana
Materiały budowlane i instalacyjne	Inżynieria chemiczna	Chemia Budowlana
Język angielski B-2 – kurs obowiązkowy 135 godzin dla Wydziału Inżynierii Materiałowej i Ceramiki - semestr 3/3 (Chemia Budowlana)	Inżynieria chemiczna	Chemia Budowlana
Chemia analityczna	Inżynieria chemiczna	Chemia Budowlana
Zarządzanie jakością i produktami chemii budowlanej	Inżynieria chemiczna	Chemia Budowlana
Grafika inżynierska	Inżynieria chemiczna	Chemia Budowlana
Elektronika z elektrotechniką	Inżynieria chemiczna	Chemia Budowlana
Maszynoznawstwo i wytrzymałość materiałów	Inżynieria chemiczna	Chemia Budowlana
Degradation of engineering materials	Inżynieria chemiczna	Chemia Budowlana
Advanced forming methods	Inżynieria chemiczna	Chemia Budowlana
Chemistry and technology of cementitous materials	Inżynieria chemiczna	Chemia Budowlana
Advanced chemical analysis	Inżynieria chemiczna	Chemia Budowlana
Numerical methods in materials science	Inżynieria chemiczna	Chemia Budowlana
Introduction to building materials engineering	Inżynieria chemiczna	Chemia Budowlana
Synthesis of nanosized particles and their application in nanoceramics and nanocomposite technology	Inżynieria chemiczna	Chemia Budowlana
Introductory quantum chemistry	Inżynieria chemiczna	Chemia Budowlana
Theory and practice of ceramics processes	Inżynieria chemiczna	Chemia Budowlana
Nanotechnology	Inżynieria chemiczna	Chemia Budowlana
Special Glasses	Inżynieria chemiczna	Chemia Budowlana
BioSurface engineering	Inżynieria chemiczna	Chemia Budowlana
Small molecules that affected the world's history	Inżynieria chemiczna	Chemia Budowlana
Advanced glass and glass-ceramic materials	Inżynieria chemiczna	Chemia Budowlana
Introduction to Rheology	Inżynieria chemiczna	Chemia Budowlana
Budownictwo ogólne	Inżynieria chemiczna	Chemia Budowlana
Projektowanie materiałów i komputerowa nauka o materiałach	Inżynieria chemiczna	Chemia Budowlana
Materiały ceramiczne w budownictwie	Inżynieria chemiczna	Chemia Budowlana
Technologia materiałów wiążących i betonów	Inżynieria chemiczna	Chemia Budowlana
Szkło i materiały szkliste w budownictwie	Inżynieria chemiczna	Chemia Budowlana
Chemia krzemianów	Inżynieria chemiczna	Chemia Budowlana
Technologia ceramiki budowlanej i materiałów termoizolacyjnych	Inżynieria chemiczna	Chemia Budowlana
Polimery w praktyce inżynierskiej	Inżynieria chemiczna	Chemia Budowlana
Projektowanie wyrobów polimerowych	Inżynieria chemiczna	Chemia Budowlana
Prawo patentowe i wynalazcze	Inżynieria chemiczna	Chemia Budowlana
Ochrona własności intelektualnej	Inżynieria chemiczna	Chemia Budowlana
Przetwórstwo polimerów	Inżynieria chemiczna	Chemia Budowlana
Barwniki, pigmenty i środki pomocnicze	Inżynieria chemiczna	Chemia Budowlana
Polimerowe materiały konstrukcyjne	Inżynieria chemiczna	Chemia Budowlana
Modyfikacje i recykling polimerów	Inżynieria chemiczna	Chemia Budowlana
BHP i ergonomia	Inżynieria chemiczna	Chemia Budowlana
Izotopowe metody badania materiałów budowlanych	Inżynieria chemiczna	Chemia Budowlana
Kompozyty polimerowe	Inżynieria chemiczna	Chemia Budowlana
Proseminarium	Inżynieria chemiczna	Chemia Budowlana
Nowoczesne techniki analityczne	Inżynieria chemiczna	Chemia Budowlana
Techniki separacji	Inżynieria chemiczna	Chemia Budowlana
Fizyka budowli	Inżynieria chemiczna	Chemia Budowlana
Procesy korozyjne	Inżynieria chemiczna	Chemia Budowlana
Monitoring i analityka zanieczyszczeń środowiska	Inżynieria chemiczna	Chemia Budowlana
Diagnostyka i monitorowanie korozji	Inżynieria chemiczna	Chemia Budowlana
Analityka surowców i produktów budowlanych	Inżynieria chemiczna	Chemia Budowlana
Analiza uszkodzeń korozyjnych	Inżynieria chemiczna	Chemia Budowlana
Analiza cyklu życia wyrobów budowlanych (LCA)	Inżynieria chemiczna	Chemia Budowlana
Projekt dyplomowy	Inżynieria chemiczna	Chemia Budowlana
Metody badania materiałów budowlanych	Inżynieria chemiczna	Chemia Budowlana
Projektowanie produktów	Inżynieria chemiczna	Chemia Budowlana
Laboratorium dyplomowe	Inżynieria chemiczna	Chemia Budowlana
Praktyka przemysłowa - 6 tygodni	Inżynieria chemiczna	Chemia Budowlana
Seminarium inżynierskie	Inżynieria chemiczna	Chemia Budowlana
Angielska terminologia techniczna	Inżynieria chemiczna	Chemia Budowlana
Chemia ogólna i nieorganiczna	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Grafika inżynierska wspomagana komputerowo	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Matematyka I	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Elementy matematyki	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Elementy fizyki	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Bezpieczeństwo pracy i ergonomia	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Propedeutyka nauk materiałowych	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Zarys technologii chemicznej	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Wstęp do filozofii przyrody	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Zarys historii chemii	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Fizyka	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Statystyka	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Matematyka II	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Chemia nieorganiczna z elementami chemii analitycznej - rozszerzony	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Chemia nieorganiczna z elementami chemii analitycznej - podstawowy	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Technologie chemiczne	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Materiały i technologie przyszłości	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Podstawy mechaniki i konstrukcji maszyn	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Maszynoznawstwo ceramiczne	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Krystalografia z elementami rentgenografii	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Chemia fizyczna i termodynamika I	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Chemia organiczna	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Ceramika w medycynie	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Materiały budowlane w ochronie środowiska	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Materiały budowlane w nowoczesnym budownictwie jednorodzinnym	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Budowa i oprogramowanie aparatury pomiarowej	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Biopolimery	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Recykling i utylizacja odpadów	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Rentgenografia w ceramice i inżynierii materiałów	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Spoiwa aktywowane alkalicznie	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Nanomateriały i nanotechnologie	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Materiały wykończeniowe dla budownictwa	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Nowoczesne technologie w ceramice ogniotrwałej	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Technologia cienkowarstwowa	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Próżnia w badaniach materiałów	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Wpływ domieszek i dodatków mineralnych na właściwości kompozytowych materiałów cementowych	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Metody badań w kryminalistyce	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Toksykologia	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Neurobiologia	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Metody wytwarzania barwnych szkieł i emalii	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Matlab – narzędzie dla inżynierów	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Światłowody	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Rozwiązania dla zrównoważonego rozwoju przemysłu cementowego	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Materiały membranowe i ich zastosowanie w przemyśle i ochronie środowiska	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Środowiskowe zagrożenia zdrowia	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Technologia chemiczna nieorganiczna	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Technologia chemiczna organiczna	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Nauka o materiałach	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Elektrotechnika z elektroniką	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Procesy technologiczne w praktyce przemysłowej	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Chemia fizyczna i termodynamika II	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Chemia krzemianów z elementamii krystalochemii	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Technologie informacyjne	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Podstawy projektowania komputerowego - CAD	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Podstawy projektowania komputerowego - RHINO	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Podstawy projektowania komputerowego - ANSYS i SOLID WORKS	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Surowce naturalne i syntetyczne	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Metody badań struktury i mikrostruktury	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Automatyka użytkowa	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Technologia materiałów budowlanych	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Biotechnologia	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Chemistry of organosilicon compounds	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Fundamentals of corrosion processes	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Open Source Applications in chemical technology	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Surface engineering, recent technology and analytical techniques	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Alkali Activated Binders	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Open operating systems	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Ceramika w medycynie	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Materiały budowlane w ochronie środowiska	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Materiały budowlane w nowoczesnym budownictwie jednorodzinnym	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Budowa i oprogramowanie aparatury pomiarowej	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Biopolimery	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Recykling i utylizacja odpadów	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Rentgenografia w ceramice i inżynierii materiałów	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Spoiwa aktywowane alkalicznie	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Nanomateriały i nanotechnologie	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Materiały wykończeniowe dla budownictwa	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Nowoczesne technologie w ceramice ogniotrwałej	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
Technologia cienkowarstwowa	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WIMiC)
